identificativo_natante,data_cattura,peso_kg,regione,zona_FAO
139,2024-07-21,70.00,LAZIO,37.1.3
147,2024-07-25,40.00,LAZIO,37.1.3
148,2024-07-25,40.00,LAZIO,37.1.3
149,2024-07-25,35.00,LAZIO,37.1.3
151,2024-07-26,35.00,LAZIO,37.1.3
152,2024-07-26,40.00,LAZIO,37.1.3
150,2024-07-27,50.00,LAZIO,37.1.3
153,2024-07-27,40.00,LAZIO,37.1.3
154,2024-07-27,50.00,LAZIO,37.1.3
155,2024-07-27,60.00,LAZIO,37.1.3
156,2024-07-27,40.00,LAZIO,37.1.3
157,2024-07-27,60.00,LAZIO,37.1.3
158,2024-07-27,50.00,LAZIO,37.1.3
159,2024-07-27,30.00,LAZIO,37.1.3
160,2024-07-27,40.00,LAZIO,37.1.3
161,2024-07-27,50.00,LAZIO,37.1.3
169,2024-07-27,50.00,LAZIO,37.1.3
162,2024-07-28,35.00,LAZIO,37.1.3
163,2024-07-28,45.00,LAZIO,37.1.3
164,2024-07-28,40.00,LAZIO,37.1.3
165,2024-07-28,45.00,LAZIO,37.1.3
166,2024-07-28,40.00,LAZIO,37.1.3
170,2024-07-28,35.00,LAZIO,37.1.3
167,2024-07-29,50.00,LAZIO,37.1.3
168,2024-07-29,40.00,LAZIO,37.1.3
171,2024-07-29,35.00,LAZIO,37.1.3
172,2024-07-30,40.00,LAZIO,37.1.3
173,2024-07-31,30.00,LAZIO,37.1.3
